"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"NIFTYBEES","EQ","12-Mar-2024","247.45","248.99","248.99","246.01","247.40","247.42","247.60","34,23,643","84,76,95,513.12","28,568","25,81,895","75.41"
"NIFTYBEES","EQ","13-Mar-2024","247.42","248.89","248.89","242.75","243.75","243.71","244.93","64,05,176","1,56,87,93,875.76","59,795","50,74,230","79.22"
"NIFTYBEES","EQ","14-Mar-2024","243.71","244.38","245.90","242.28","245.31","245.39","244.68","52,65,364","1,28,83,07,561.28","28,038","39,54,015","75.09"
"NIFTYBEES","EQ","15-Mar-2024","245.39","244.90","245.38","242.66","243.79","243.80","243.49","43,00,512","1,04,71,43,919.04","43,330","26,00,905","60.48"
"NIFTYBEES","EQ","18-Mar-2024","243.80","251.10","251.10","242.58","244.05","243.98","243.89","24,98,791","60,94,29,815.92","28,994","16,02,000","64.11"
"NIFTYBEES","EQ","19-Mar-2024","243.98","243.97","243.98","241.37","241.65","241.60","242.07","50,84,257","1,23,07,37,343.96","51,678","42,18,786","82.98"
"NIFTYBEES","EQ","20-Mar-2024","241.60","242.99","242.99","240.54","241.84","241.58","241.82","31,85,502","77,03,31,943.04","26,878","20,48,965","64.32"
"NIFTYBEES","EQ","21-Mar-2024","241.58","243.80","248.85","242.18","243.99","243.99","243.70","27,00,220","65,80,37,758.46","18,098","19,78,681","73.28"
"NIFTYBEES","EQ","22-Mar-2024","243.99","244.78","245.40","242.50","244.54","244.74","244.28","27,91,975","68,20,10,920.20","23,646","20,08,670","71.94"
"NIFTYBEES","EQ","26-Mar-2024","244.74","243.25","246.10","241.75","243.73","243.79","244.05","20,81,929","50,80,96,264.39","33,120","16,22,469","77.93"
"NIFTYBEES","EQ","27-Mar-2024","243.79","247.00","247.00","240.75","245.00","244.96","244.93","28,72,065","70,34,50,395.98","22,398","24,29,737","84.60"
"NIFTYBEES","EQ","28-Mar-2024","244.96","246.10","248.69","243.88","247.10","246.96","247.28","64,78,348","1,60,19,43,511.32","31,068","30,61,006","47.25"
"NIFTYBEES","EQ","01-Apr-2024","246.96","254.35","254.35","246.48","248.49","248.19","248.47","37,90,598","94,18,66,890.79","62,306","24,31,288","64.14"
"NIFTYBEES","EQ","02-Apr-2024","248.19","248.97","249.48","246.65","248.89","248.65","248.39","31,49,309","78,22,45,912.40","39,933","26,38,866","83.79"
"NIFTYBEES","EQ","03-Apr-2024","248.65","248.99","249.48","246.18","248.80","248.59","248.65","31,98,165","79,52,25,189.96","31,900","23,07,716","72.16"
"NIFTYBEES","EQ","04-Apr-2024","248.59","249.59","250.60","247.23","249.77","249.23","248.82","46,08,393","1,14,66,71,708.31","36,544","25,50,674","55.35"
"NIFTYBEES","EQ","05-Apr-2024","249.23","248.11","250.17","248.10","249.37","249.05","249.07","34,65,548","86,31,51,185.51","31,630","26,04,673","75.16"
"NIFTYBEES","EQ","08-Apr-2024","249.05","250.47","250.95","248.18","250.75","250.75","250.26","39,69,874","99,34,88,545.19","42,848","28,22,843","71.11"
"NIFTYBEES","EQ","09-Apr-2024","250.75","251.80","252.58","250.38","250.71","250.74","251.08","23,77,677","59,69,87,000.94","27,470","16,07,394","67.60"
"NIFTYBEES","EQ","10-Apr-2024","250.74","254.69","254.69","246.20","251.49","251.57","251.23","19,65,414","49,37,72,308.48","25,525","12,10,443","61.59"
"NIFTYBEES","EQ","12-Apr-2024","251.57","251.99","253.10","249.21","250.05","249.56","250.28","43,96,942","1,10,04,83,477.79","51,026","37,51,957","85.33"
"NIFTYBEES","EQ","15-Apr-2024","249.56","249.48","249.99","245.99","247.08","246.87","247.65","64,30,760","1,59,25,47,240.08","70,382","48,75,080","75.81"
"NIFTYBEES","EQ","16-Apr-2024","246.87","246.99","246.99","244.65","246.00","245.52","245.48","37,97,719","93,22,65,063.09","47,391","30,14,599","79.38"
"NIFTYBEES","EQ","18-Apr-2024","245.52","252.90","252.90","243.35","244.45","243.94","245.26","59,26,321","1,45,35,00,778.54","47,099","42,34,330","71.45"
"NIFTYBEES","EQ","19-Apr-2024","243.94","243.48","245.70","241.31","245.56","245.53","243.44","57,76,197","1,40,61,63,784.36","50,475","41,08,416","71.13"
"NIFTYBEES","EQ","22-Apr-2024","245.53","246.09","247.90","245.68","247.85","247.31","246.82","27,26,803","67,30,42,551.49","36,440","18,33,956","67.26"
"NIFTYBEES","EQ","23-Apr-2024","247.31","249.99","249.99","246.50","247.73","247.82","247.86","33,66,922","83,45,29,661.75","26,557","24,08,652","71.54"
"NIFTYBEES","EQ","24-Apr-2024","247.82","249.75","249.75","247.52","248.10","247.94","248.19","28,84,108","71,58,18,874.10","24,398","18,18,014","63.04"
"NIFTYBEES","EQ","25-Apr-2024","247.94","248.99","249.95","246.28","249.38","249.27","248.64","29,17,065","72,52,93,473.34","27,501","17,86,633","61.25"
"NIFTYBEES","EQ","26-Apr-2024","249.27","248.58","250.88","248.05","248.80","248.44","248.89","29,66,668","73,83,74,711.64","30,028","22,29,822","75.16"
"NIFTYBEES","EQ","29-Apr-2024","248.44","246.30","251.40","246.30","250.25","250.59","249.87","24,88,639","62,18,41,577.36","34,664","17,92,967","72.05"
"NIFTYBEES","EQ","30-Apr-2024","250.59","252.99","252.99","247.01","249.98","250.06","251.04","42,22,247","1,05,99,53,255.85","31,208","32,06,859","75.95"
"NIFTYBEES","EQ","02-May-2024","250.06","250.99","251.30","249.05","250.89","250.84","250.79","22,07,630","55,36,59,148.97","46,899","13,24,334","59.99"
"NIFTYBEES","EQ","03-May-2024","250.84","252.57","252.58","247.66","248.80","248.75","249.10","53,20,196","1,32,52,80,419.83","67,802","35,50,805","66.74"
"NIFTYBEES","EQ","06-May-2024","248.75","250.99","250.99","248.00","248.50","248.37","248.81","30,73,791","76,47,86,922.47","50,180","19,15,676","62.32"
"NIFTYBEES","EQ","07-May-2024","248.37","253.89","253.89","245.25","247.37","247.11","247.16","41,33,952","1,02,17,67,916.41","44,382","33,04,781","79.94"
"NIFTYBEES","EQ","08-May-2024","247.11","249.89","249.89","245.12","247.60","247.24","247.01","36,89,202","91,12,65,267.54","30,693","28,34,485","76.83"
"NIFTYBEES","EQ","09-May-2024","247.24","247.87","247.87","243.20","243.79","243.49","244.60","72,56,780","1,77,50,44,470.84","88,793","59,60,910","82.14"
"NIFTYBEES","EQ","10-May-2024","243.49","244.01","245.67","243.08","245.10","244.97","244.77","46,16,640","1,13,00,09,329.89","49,051","37,86,837","82.03"
"NIFTYBEES","EQ","13-May-2024","244.97","252.30","252.30","242.27","245.48","245.16","243.70","52,78,644","1,28,64,28,725.87","56,938","37,75,295","71.52"
"NIFTYBEES","EQ","14-May-2024","245.16","249.89","249.89","243.70","247.00","246.61","246.27","26,97,896","66,44,22,672.16","26,227","20,54,782","76.16"
"NIFTYBEES","EQ","15-May-2024","246.61","249.59","249.59","245.00","246.55","246.42","246.39","35,75,694","88,10,14,873.64","27,792","28,94,550","80.95"
"NIFTYBEES","EQ","16-May-2024","246.42","247.99","248.50","244.91","248.49","248.18","246.47","55,22,327","1,36,10,62,346.26","38,602","35,16,083","63.67"
"NIFTYBEES","EQ","17-May-2024","248.18","249.99","249.99","247.01","248.85","248.73","248.52","22,52,484","55,97,85,770.70","23,606","15,77,637","70.04"
"NIFTYBEES","EQ","18-May-2024","248.73","250.99","255.00","248.01","249.00","249.05","249.10","4,73,819","11,80,26,857.33","5,346","3,75,599","79.27"
"NIFTYBEES","EQ","21-May-2024","249.05","247.48","250.25","247.48","249.40","249.74","249.54","24,40,079","60,88,91,487.60","39,882","14,76,894","60.53"
